taxon_name,genome_size,plant_height,plant_tolerance_soil_salinity,resprouting_capacity_proportion_individuals,reproductive_maturity,seed_viability,fire_time_from_fire_to_peak_flowering,fire_time_from_fire_to_50_percent_flowering,seed_germination_time,fire_time_from_fire_to_fruiting,seedbank_longevity,ploidy,bud_bank_location,clonal_spread_mechanism,dispersal_appendage,dispersal_syndrome,dispersers,flower_colour,flowering_time,fruiting_time,leaf_phenology,life_form,life_history,nitrogen_fixing,plant_growth_form,plant_photosynthetic_organ,pollination_syndrome,pollination_system,post_fire_recruitment,resprouting_capacity,root_structure,seedbank_location,seedbank_longevity_class,serotiny,sex_type,vegetative_reproduction_ability,woodiness_detailed,leaf_type,parasitic,plant_physical_defence_structures,plant_tolerance_inundation,plant_tolerance_salt,plant_tolerance_snow,plant_tolerance_water_logged_soils,seed_dormancy_class,stem_growth_habit,woodiness,plant_growth_substrate,plant_type_by_resource_use,resprouting_capacity_non_fire_disturbance,storage_organ,plant_succulence,plant_flood_regime_classification,flowering_cues,competitive_stratum,post_fire_flowering,recruitment_time,plant_tolerance_calcicole
Tradescantia fluminensis,,0.1,,,,,36,,,,,,,,,,,green (1); white_cream (2),nnnnnnnnynnn (1); nnnnnnnnyynn (2); ynnnnnnnnnnn (1); ynnnnnnnnyyy (1); yynnnnnnyyyy (2),,,,perennial (4),,herb (5),leaf (2),,,,resprouts (2),,soil_seedbank (1),persistent (1),,,vegetative (1),herbaceous (4),,,,,,,,,prostrate (1); sprawling (1),,,,,,,,,,,,
Tradescantia pallida,,0.5,,,,,,,,,,,,,,,,,,,,,perennial (2),,herb (2),leaf (1),,,,,,,,,,,herbaceous (2),,,,,,,,,prostrate (1),,,,,,,,,,,,
Trema tomentosa,,5.8,,,,,,,,,,,none (2),,,endozoochory (1),birds (1),,yynnnnnnnnny (1); yyyynnnnnyyy (1); yyyyyyyyyyyy (1),yyyyyyyynnny (1); yyyyyyyyyyyy (1),evergreen (3),,perennial (6),nitrogen_fixer (1); non_nitrogen_fixer (1),shrub (6); tree (8),leaf (4),abiotic (1),,post_fire_recruitment (2),fire_killed (5),arbuscular_mycorrhizal (1),,persistent (1); transient (1),,monoecious (5),not_vegetative (2),woody (5),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),not_applicable (1),not_applicable (1),,prostrate (1),woody (1),,,,,,,,,,,
Tricoryne elatior,,0.44,,,2,,,,23,,,,basal_buds (1); fleshy_underground_organ (1); rhizome_non_woody (1),rhizome (2),,anemochory (1); barochory (3); endozoochory (1); undefined (2),birds (1); wind (1),yellow_orange (2),nnnnnnnnnnnn (1); yyynnnnnyyyy (1); yyyyyyyyyyyy (5),,evergreen (1),geophyte (4); hemicryptophyte (1),perennial (15),non_nitrogen_fixer (5),herb (14),leaf (1),insect (2),biotic_unspecialised (1),post_fire_recruitment (1); post_fire_recruitment_absent (2),fire_killed (1); resprouts (9),arbuscular_mycorrhizal (5),canopy_seedbank_absent (2); soil_seedbank (3); soil_seedbank_absent (1),persistent (1); transient (1),not_serotinous (2),hermaphrodite (2); monoecious (1),not_vegetative (2); vegetative (2),herbaceous (7),,not_parasitic (2),absent (2),less_than_1_month (1),glycophyte (1),days (1); weeks (1),less_than_1_month (1),,erect (2); rhizomatous (1); rosette (1); sprawling (1),herbaceous (1),,,resprouts_non_fire_disturbance (1),rhizome (4),,,,ground (2),,,
Trifolium dubium,,0.2,,,,,,,,,,,,,,,,yellow_orange (1),nnnnnnnnyyyn (1); nnnnyyyyyynn (1),,,therophyte (1),annual (7),nitrogen_fixer (3),herb (8),leaf (5),,,post_fire_recruitment (1),fire_killed (3),arbuscular_mycorrhizal (2),soil_seedbank (1),long_persistent (1),,,,herbaceous (7),,not_parasitic (1),absent (1),,,,,,decumbent (5); prostrate (5),,,,,,,,,,,,
Trifolium glomeratum,,0.12,,,,,,,,,,,,,,,,pink (1),nnnnnnnnynnn (1); nnnnnnnyyynn (1),,,therophyte (1),annual (8),nitrogen_fixer (3),herb (8),leaf (4),,,post_fire_recruitment (1),fire_killed (2),arbuscular_mycorrhizal (2),soil_seedbank (1),long_persistent (1),,,,herbaceous (7),,not_parasitic (1),absent (1),,,,,,decumbent (2); prostrate (4),,,,,,,terrestrial_damp (1),,,,,
Trifolium repens,,0.15,,,,,,,,,,,,,,,,pink (1); white_cream (1),nnnnnnnnynnn (1); nnnnnnyyyyyn (1); ynnnnnyyyyyy (1); yynnnnnyyyyy (1); yyyyynnnyyyy (1),,,,annual (4); perennial (5); short_lived_perennial (1),nitrogen_fixer (1),herb (7),leaf (2),,,post_fire_recruitment (1),fire_killed (3),arbuscular_mycorrhizal (1),soil_seedbank (1),long_persistent (1),,,,herbaceous (5),,,,,,,,,prostrate (2); rhizomatous (1),,,,,rhizome (1),,,,,,,
Ulmus parvifolia,,25,,,,,,,,,,,,,,,,,,,,,perennial (3),,tree (3),leaf (2),,,,,,,,,,,woody (3),,,,,,,,,open (1),,,,,,,,,,,,
Urochloa panicoides,,0.7,,,,,,,,,,,,,,,,,yynnnnnnnnny (1),,,,annual (2),,graminoid (3); herb (2),leaf (1),,,,,,,,,andromonoecious (1),,herbaceous (3),,,,,,,,,stoloniferous (1),,,,,,,,,,,,
Urospermum picroides,,0.56,,,,,,,,,,,,,,,,yellow_orange (1),nnnnnnnnnynn (1); nnnnnnnnyyyn (1); nnnnnnnyyyyy (1); ynnnyyyyyyyy (1),,,,annual (6); biennial (1),,herb (6),leaf (5),,,,,arbuscular_mycorrhizal (1),,,,,,herbaceous (7),,not_parasitic (1),absent (1),,,,,,erect (3),,,,,,,,,,,,
Verbena bonariensis,,1.27,,,,,,,,,,,bud-bearing_root (1),,,,,blue_purple (1); pink (1),yyynnnnnnyyy (1); yyyyyynnnyyy (1),yyyyyyyynnny (1),,,annual (2); perennial (5),,herb (11),leaf (6),,,post_fire_recruitment (1),resprouts (2),,,long_persistent (1),,hermaphrodite (1),not_vegetative (1),herbaceous (9),,,,,,,,,erect (3),,,,,,,terrestrial_dry (1),,,,,
Verbena rigida,,0.49,,,,,,,,,,,,,,,,blue_purple (1),nnnnnnnnnnnn (1),,,,perennial (7),,herb (8),leaf (5),,,,,,,,,hermaphrodite (1),,herbaceous (8),,,,,,,,,erect (1); rhizomatous (1); spreading (1),,,,,rhizome (1),,,,,,,
Veronica arvensis,,0.14,,,,,,,,,,,,,,,,blue_purple (1),nnnnnnnnnynn (2); nnnnnnnnynnn (1); yynnnnnnyyyy (2),,,,annual (6),non_nitrogen_fixer (1),herb (7),leaf (3),,,post_fire_recruitment (1),fire_killed (2),arbuscular_mycorrhizal (1),soil_seedbank (1),transient (1),,hermaphrodite (1),,herbaceous (5),,,,,,,,,erect (2); prostrate (1),,,,,,,,,,,,
Veronica persica,,0.28,,,,,,,,,,,,,,,,blue_purple (1); white_cream (1),nnnnnnnnnynn (1); nnnnnnnnyyyn (1); nnnnnnnynnnn (1); nnnnnyyyyyyn (1); nynnnnnnnnnn (1),,,,annual (5),non_nitrogen_fixer (1),herb (6),leaf (3),,,,fire_killed (1),arbuscular_mycorrhizal (1),soil_seedbank (1),,,hermaphrodite (1),,herbaceous (5),,,,,,,,,decumbent (1); erect (2); prostrate (2); sprawling (2),,,,,,,,,,,,
Vicia sativa,,1.5,,,,,,,,,,,,,,,,blue_purple (1); pink (1),nnnnnnnnnynn (1); nnnnnnnnynnn (1); nnnnnnnnyynn (1); nnnnnyyyyyyn (1),,,,annual (5),,herb (6),leaf (3),,,post_fire_recruitment (1),fire_killed (2),,,long_persistent (1),,,,herbaceous (6),,,,,,,,,climbing (2); decumbent (1); prostrate (1),,,,,,,,,,,,
Vicia tetrasperma,,0.5,,,,,,,,,,,,,,,,blue_purple (1),nnnnnyyyyyyn (1); nynnnnnnnnnn (1),,,,annual (5),,herb (6),leaf (3),,,,fire_killed (2),,,,,,,herbaceous (5),,,,,,,,,climbing (3); decumbent (1); erect (2); prostrate (2),,,,,,,,,,,,
Vinca major,,0.5,,,,,,,,,,,,,,,,blue_purple (1),yynnnnnnyyyy (1),,,,perennial (6),,herb (6),leaf (4),,,,resprouts (1),,,,,,,herbaceous (6),broadleaf (1),,,,,,,,creeping (1),,,,,,,,,,,,
Vincetoxicum barbatum,,2,,,,,,,,,,,basal_stem_buds (1); bud-bearing_root (1),,hairs (1),anemochory (5),wind (3),blue_purple (1),nnnnnnnnnnyn (2); nnnnnnnyyyyy (1); yynnnnnnnnny (3),,evergreen (1),,perennial (2),non_nitrogen_fixer (1),climber (4); climber_herbaceous (5),leaf (3),insect (1),,post_fire_recruitment_absent (2),resprouts (3),,soil_seedbank (1),persistent (2),,hermaphrodite (1),not_vegetative (1),herbaceous (2),broadleaf (1),not_parasitic (1),absent (1),less_than_1_month (1),salinity_tolerance_undefined (1),not_applicable (1),less_than_1_month (1),,climbing (1),herbaceous (1),,,,,,,,,,,
Vittadinia cuneata,,0.29,,,,0.65,,,,,,,,non_clonal (1),pappus (1),anemochory (7),wind (3),blue_purple (1),nnnnnnnnnnnn (1); nyyyyyyyyynn (1); yyyyyyyyyyyy (3),,,hemicryptophyte (2),annual (5); perennial (6); short_lived_perennial (3),non_nitrogen_fixer (2),herb (14); subshrub (2),leaf (3),insect (2),biotic_unspecialised (1),post_fire_recruitment (1),fire_killed (4); resprouts (1),arbuscular_mycorrhizal (1),,long_persistent (1); persistent (1); transient (1),,gynomonoecious (1); hermaphrodite (1); monoecious (1),not_vegetative (2),herbaceous (2); semi_woody (2); woody (2),,not_parasitic (1),absent (1),not_applicable (1),halophyte_moderate (1),days (1),not_applicable (1),,erect (2),woody (1),,,,,,,,,,,
Vittadinia sulcata,,0.2,,,,,,,,,,,,,,anemochory (2),wind (2),blue_purple (1),nnnnnnnnnnyn (1); nnnnnnnyyynn (1); nnnnnnyyyynn (1); yyyynnnnnyyy (1),,,,annual (4),non_nitrogen_fixer (1),herb (5),leaf (3),insect (2),,,fire_killed (1),,,persistent (1),,gynomonoecious (1),not_vegetative (1),herbaceous (4),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),not_applicable (1),not_applicable (1),,erect (2),,,,,,,,,,,,
Wahlenbergia capillaris,,0.42,,,,,,,,,,,basal_buds (1); bud-bearing_root (2); rhizome (2),non_clonal (1),,anemochory (2); barochory (4); zoochory (2),invertebrates (2); passive (2); wind (1),blue_purple (1),nnnnnnnnnnnn (1); yyynnnnnnnyy (1); yyynnnnyyyyy (1); yyyyynnnyyyy (1); yyyyyyyyyyyy (1),,,geophyte (1); hemicryptophyte (3),perennial (9),non_nitrogen_fixer (4),herb (11),leaf (4),insect (4),biotic_unspecialised (1),,partial_resprouting (2); resprouts (4),arbuscular_mycorrhizal (2),soil_seedbank (2),persistent (3),,hermaphrodite (1),not_vegetative (5),herbaceous (6),,not_parasitic (2),absent (2),not_applicable (2),halophyte_moderate (2),days (2),not_applicable (2),,decumbent (2); erect (2),,,,resprouts_non_fire_disturbance (2),no_storage_organ (1),,,,,,,
Wahlenbergia gracilis,,0.46,,,,,,,,,,,,non_clonal (1),,anemochory (2); barochory (1); zoochory (1),invertebrates (1); passive (1),blue_purple (1); pink (1); white_cream (1),nnnnnnnnnnnn (1); yynnnnnnyyyy (1); yyyyyyyyyyyy (1),,,hemicryptophyte (1),perennial (6),non_nitrogen_fixer (2),herb (8),leaf (3),insect (2),biotic_unspecialised (1),post_fire_recruitment (1),fire_killed (2); resprouts (2),arbuscular_mycorrhizal (1),,persistent (1),,hermaphrodite (2); monoecious (1),not_vegetative (2),herbaceous (4),,not_parasitic (1),absent (1),less_than_1_month (1),salinity_tolerance_undefined (1),days (1),less_than_1_month (1),,,herbaceous (1),,,resprouts_non_fire_disturbance (1),no_storage_organ (1),,,,,,,
Wahlenbergia stricta,,0.37,,,,,,,,,,,,,,barochory (2),passive (1),blue_purple (1); white_cream (1),nnnnnnnnnnnn (1); nnnnnnnnnnyn (1),,,,perennial (5); short_lived_perennial (1),,herb (5),leaf (2),insect (1),,post_fire_recruitment (1),resprouts (1),,,long_persistent (1),,hermaphrodite (2); monoecious (1),,herbaceous (4),,,,,,,,,erect (1),herbaceous (1),,,,,,,,,,,
Watsonia meriana,,1.32,,,,,,,,,,,,,,,,blue_purple (1); pink (1); red_brown (1); yellow_orange (1),nnnnnnnnnyyy (1),,,,perennial (5),,geophyte (1); herb (5); shrub (1),leaf (4),,,,resprouts (3),,,,,,,herbaceous (5); woody (1),,,,,,,,,,,,,,corm (5),,,,,fire_enhanced_flowering (1),,
Wurmbea dioica,,0.21,,,,,,,,,,,,corm (1),,anemochory (1); barochory (4),wind (1),blue_purple (1); green (1); pink (1); white_cream (2); yellow_orange (1),nnnnnnnnyyyn (1); nnnnnnyyynnn (3),,,geophyte (6),perennial (10),non_nitrogen_fixer (4),herb (9),leaf (4),insect (3),,post_fire_recruitment (1),resprouts (4),arbuscular_mycorrhizal (1); coiling_vam (1),,long_persistent (1); transient (2),,dioecious (4); hermaphrodite (1); monoecious (2); polygamous (1),not_vegetative (3); vegetative (1),herbaceous (6),,not_parasitic (2),absent (2),less_than_1_month (2),salinity_tolerance_undefined (2),days (2),1-6_months (2); less_than_1_month (2),,,herbaceous (1),,,resprouts_non_fire_disturbance (2),corm (5),,,,,,,
Zieria smithii,,2,,,,,,,,,,,basal_stem_buds (1); bud-bearing_root (1); none (2),,,ballistic (3); myrmecochory (2); zoochory (3),ants (1); invertebrates (3),white_cream (1),nnnnnnnnynnn (1); nnnnnnnnyyyn (1); nnnnnnnyynnn (1); nnnnnnnyyynn (1); nnnnnnnyyyyy (3); nnnnnyyyyyyn (1); nnyyynnnyyyn (1); yyyyynnnyyyy (1),nnnyyyyyynnn (1),evergreen (1),,perennial (4),non_nitrogen_fixer (3),shrub (17),leaf (3),insect (3),,post_fire_recruitment (3),fire_killed (8); partial_resprouting (1); resprouts (1),arbuscular_mycorrhizal (1),soil_seedbank (4),persistent (4),not_serotinous (1),hermaphrodite (1),not_vegetative (3),woody (4),,not_parasitic (3),absent (3),less_than_1_month (3),salinity_tolerance_undefined (3),not_applicable (3),less_than_1_month (3),physiological_dormancy (1),erect (2); spindly (1),woody (1),,,,lignotuber (1),,,,,,,
Zornia dyctiocarpa,,0.3,,,,,,,,,,,basal_stem_buds (1),,,epizoochory (1),mammals (1),red_brown (1); yellow_orange (3),nnnnnnnnnynn (1); nnnnnnnnyyyn (1); nynnnnnnnnnn (1); yyyynnnnnnyy (1),,,,perennial (2),nitrogen_fixer (1),herb (3),leaf (1),insect (1),,post_fire_recruitment (1),resprouts (1),,,persistent (1),,hermaphrodite (1),not_vegetative (1),herbaceous (2),,not_parasitic (1),absent (1),not_applicable (1),salinity_tolerance_undefined (1),days (1),not_applicable (1),,decumbent (1); prostrate (2),,,,,,,,,,,,
Aloe maculata,,,,,,,,,,,,,,,,,,red_brown (1); yellow_orange (1),nnnnnnnnynnn (1); ynnnnyyyyyyy (1),,,,perennial (4),,basal_large (1); herb (1); palmoid (2),leaf (4),,,,,,,,,,,herbaceous (1); semi_woody (1); woody (2),broadleaf (1),,,,,,,,rosette (2),,,,,,,,,,,,
Amyema pendula,,,,,,,,,,,,,none (1),,,endozoochory (4),birds (1); vertebrates (1),red_brown (1),nnnnnnnnnnnn (1); nnnnnnnyyyyn (1); yyyyyyyyyyyy (1),,,phanerophyte (1),perennial (7),non_nitrogen_fixer (1),shrub (5),leaf (4),bird (1); insect (2); vertebrate (1),,post_fire_recruitment (1); post_fire_recruitment_absent (1),fire_killed (2),,,transient (1); widely_dispersed (1),not_serotinous (1),hermaphrodite (1),not_vegetative (2),woody (5),,parasitic (3); stem_parasitic (4),absent (1),not_applicable (1),glycophyte (1),days (1),not_applicable (1),,,woody (1),epiphyte (1); terrestrial (1),,,,,,,,,,
Anthosachne kingiana,,,,,,,,,,,,,,,,anemochory (1); epizoochory (2),mammals (1); wind (1),,nnnnnnnnnyyy (1),,,,perennial (2),non_nitrogen_fixer (1),graminoid (1); herb (1); tussock (2),leaf (1),abiotic (1); self (1); wind (1),,,resprouts (1),,,persistent (1),,,not_vegetative (1),herbaceous (2),,not_parasitic (1),absent (1),less_than_1_month (1),salinity_tolerance_undefined (1),not_applicable (1),less_than_1_month (1),,,,,,resprouts_non_fire_disturbance (1),,,,,,,,
Asparagus macowanii,,,,,,,,,,,,,,,,,,,,,,,perennial (1),,climber_herbaceous (1),cladode (1),,,,,,,,,hermaphrodite (1),,herbaceous (1); semi_woody (1),scale (1),,,,,,,,,,,,,,,,,,,,
Bougainvillea glabra,,,,,,,,,,,,,,,,,,,,,,,perennial (2),,climber_woody (2); shrub (2),leaf (1),,,,,,,,,,,woody (2),,,,,,,,,,,,,,,,,,,,,
Callisia fragrans,,,,,,,,,,,,,,,,,,,,,,,perennial (2),,herb (2),leaf (1),,,,,,,,,,,herbaceous (2),,,,,,,,,stoloniferous (1),,,,,,,,,,,,
Cassytha glabella,,,,,,,,,,,,,,aboveground_clonal (1); non_clonal (1),none (1),endozoochory (5); zoochory (1),birds (2); vertebrates (3),,nnnnnnnnnnnn (1); nnnnnyyyyynn (1); yyynnnnnnnyy (1); yyyyyyyyyyyy (4),yyyyyyyyyyyy (1),evergreen (2),phanerophyte (1),perennial (10),non_nitrogen_fixer (3),climber (3); climber_herbaceous (7); herb (5),,insect (2),biotic_unspecialised (1),post_fire_recruitment (1); post_fire_recruitment_absent (1),fire_killed (5),hemiparasitic_root (1); parasitic_root (1),soil_seedbank (2),persistent (1); transient (1); widely_dispersed (1),not_serotinous (1),hermaphrodite (2); monoecious (1),not_vegetative (1); vegetative (1),herbaceous (6),,hemiparasitic (3); parasitic (6),absent (1),less_than_1_month (1),halophyte_moderate (1),days (1),less_than_1_month (1),,climbing (2),herbaceous (1),,,,,,,,,,,
Cassytha pubescens,,,,,,,,,,,,,,non_clonal (1),none (1),endozoochory (7); zoochory (2),birds (4); vertebrates (3),,nnnnnnnnnyyy (1); yynnnnnnnnny (4); yyyynnnnnnny (1); yyyyyyyynnyy (1),nnyynnnnnnnn (1),evergreen (2),phanerophyte (1),perennial (8),non_nitrogen_fixer (4),climber (3); climber_herbaceous (5); herb (3),,insect (3),biotic_unspecialised (1),post_fire_recruitment (4),fire_killed (8),parasitic_root (1),soil_seedbank (2),persistent (1); transient (2); widely_dispersed (1),not_serotinous (1),hermaphrodite (2); monoecious (1),not_vegetative (2); vegetative (1),herbaceous (5),,hemiparasitic (3); parasitic (6),absent (2),less_than_1_month (2),halophyte_moderate (2),days (2),less_than_1_month (2),,climbing (3),herbaceous (2),,,,,,,,,,,
Crassula multicava,,,,,,,,,,,,,,,,,,white_cream (1),nnnnnnnnnynn (1); nnnnnnnnynnn (1),,,,perennial (3),,herb (4),leaf (2),,,,resprouts (2),,,,,hermaphrodite (1),,herbaceous (3),,,,,,,,,decumbent (2),,,,,,,,,,,,
Cycnogeton microtuberosum,,,,,,,,,,,,,,,,hydrochory (1),water (1),,nnnnnnnyyyyn (1),,,,perennial (4),non_nitrogen_fixer (1),herb (5),leaf (3),abiotic (1),,,resprouts (1),,,persistent (1),,hermaphrodite (1),vegetative (1),herbaceous (4),,not_parasitic (1),absent (1),aquatic (1),salinity_tolerance_undefined (1),not_applicable (1),aquatic (1),,rhizomatous (1),,aquatic (3),,resprouts_non_fire_disturbance (1),rhizome (2); rhizome_woody (1); stem_tuber (3),,,,,,,
Einadia polygonoides,,,,,,,,,,,,,none (1),,,zoochory (1),invertebrates (1),,ynnnnnnnnnnn (1),,,,annual (2); perennial (4),non_nitrogen_fixer (1),herb (5),leaf (3),abiotic (1),,post_fire_recruitment_absent (1),fire_killed (1),,,transient (1),,hermaphrodite (1),not_vegetative (1),herbaceous (4),,not_parasitic (1),absent (1),not_applicable (1),halophyte_moderate (1),days (1),not_applicable (1),,prostrate (1); spreading (2),,,,,,,,,,,,
Einadia trigonos,,,,,,,,,,,,,,,,zoochory (1),invertebrates (1),,yyyynnnnyyyy (1),,,,perennial (3); short_lived_perennial (1),non_nitrogen_fixer (1),herb (4),leaf (2),abiotic (1),,post_fire_recruitment_absent (1),fire_killed (3),,,persistent (1),,hermaphrodite (1),not_vegetative (1),herbaceous (3),,not_parasitic (1),absent (1),not_applicable (1),halophyte_moderate (1),days (1),not_applicable (1),,prostrate (2),,,,,,,,,,,,
Euphorbia milii,,,,,,,,,,,,,,,,,,,,,,,perennial (1),,herb (1),,,,,,,,,,trioecious (1),,herbaceous (1),,,,,,,,,,,,,,,,,,,,,
Glycine microphylla,,,,,,,,,,,,,basal_stem_buds (1),stolon (1),elaiosome (1); none (1),barochory (2); myrmecochory (2); zoochory (1),ants (1); invertebrates (1); passive (1),blue_purple (1); pink (1),nnnnnnnnnnnn (1); nynnnnnnnnnn (1); yyyynnnnnyyy (1); yyyynnnyyyyy (1),yyyyynnnnnyy (1),,chamaephyte (1),perennial (4),nitrogen_fixer (2),climber (3); climber_herbaceous (1); herb (4),leaf (2),insect (2),biotic_unspecialised (1),post_fire_recruitment (1),resprouts (3),,soil_seedbank (1),persistent (2),,hermaphrodite (2); monoecious (1),vegetative (1),herbaceous (3),,not_parasitic (1),absent (1),less_than_1_month (1),glycophyte (1),days (1),less_than_1_month (1),,climbing (1),herbaceous (2),,,resprouts_non_fire_disturbance (1),,,,,,,,
Hippeastrum carinatum,,,,,,,,,,,,,,,,,,,,,,,perennial (2),,herb (2),leaf (1),,,,,,,,,,,herbaceous (2),,,,,,,,,,,,,,bulb (1),,,,,,,
Ipomoea cairica,,,,,,,,,,,,,,,,,,blue_purple (1); white_cream (1),nnnnnnnnnnnn (1); yyyyyynnnnnn (1),nnnnnnnynnnn (1),,,perennial (3),,climber (1); climber_herbaceous (4); herb (4),leaf (2),,,,resprouts (2),,,,,hermaphrodite (1),,herbaceous (4),,,,,,,,,prostrate (2),,,,,,,,,,,,
Ipomoea indica,,,,,,,,,,,,,,,,,,blue_purple (1),nnnnnnnnyyyn (1); nnnnyyyyyyyn (1); yyyyynnnyyyy (1),,,,perennial (4),,climber (1); climber_herbaceous (4); herb (4); shrub (1),leaf (3),,,,resprouts (3),,,,,hermaphrodite (1),vegetative (1),herbaceous (6),,,,,,,,,climbing (2),,,,,,,,,,,,
Ipomoea purpurea,,,,,,,,,,,,,basal_stem_buds (1); bud-bearing_root (1); rhizome (1),,,,,blue_purple (1); white_cream (1),nnnnnnnnnnnn (1); nnnnnnnnynnn (1); nynnnnnnnnnn (1),,,,annual (2),,climber_herbaceous (1); herb (2),leaf (1),,,,resprouts (1),,,,,hermaphrodite (1),,herbaceous (2),,,,,,,,,climbing (1),,,,,,,,,,,,
Jacaranda mimosifolia,,,,,,,,,,,,,,,,,,,,,,,perennial (2),,tree (2),leaf (1),,insect (1),,,,,,,,,woody (2),,,,,,,,,,,,,,,,,,,,,
Jasminum polyanthum,,,,,,,,,,,,,,,,,,,,,,,perennial (2),,climber (1); climber_woody (2),leaf (2),,,,resprouts (1),,,,,hermaphrodite (1),,woody (2),,,,,,,,,,,,,,,,,,,,,
Juncus continuus,,,,,,,,,,,,,rhizome (1),,,epizoochory (1); hydrochory (1),birds (1); water (1),red_brown (1),ynnnnnnnnnny (1); yynnnnnnyyyy (1); yyyyyyyyyyyy (1),,,,perennial (3),non_nitrogen_fixer (1),graminoid (4); herb (3); tussock (1),leaf (3),abiotic (1); insect (1); wind (1),,,resprouts (3),,,transient (1),,,not_vegetative (1),herbaceous (4),,not_parasitic (1),absent (1),1-6_months (1); less_than_1_month (1),salinity_tolerance_undefined (1),not_applicable (1),1-6_months (1); greater_than_6_months (1); less_than_1_month (1),,decumbent (1); rhizomatous (2),,,,resprouts_non_fire_disturbance (1),rhizome (2),,,,,,,
Kennedia rubicunda,,,,,,,,,,,,,basal_buds (1); basal_stem_buds (2),,,barochory (1); myrmecochory (2); zoochory (1),ants (1); invertebrates (1),blue_purple (1),nnnnnnnnynnn (1); nnnnnnnnyyyy (1); nnnnnnnyyynn (1); nnnnnnnyyyyn (2); nnnnnnyyyyyn (1); nnnnyyyyyyyy (1),yynnnyyyyyyy (1); yyynnnnnnyyy (1),evergreen (1),,perennial (3),nitrogen_fixer (2),climber (4); climber_herbaceous (5); herb (4),leaf (2),insect (1),,post_fire_recruitment (2),fire_killed (2); partial_resprouting (1); resprouts (1),arbuscular_mycorrhizal (1),soil_seedbank (1),persistent (2),not_serotinous (1),hermaphrodite (1),not_vegetative (2),herbaceous (3),,not_parasitic (1),absent (1),not_applicable (1),glycophyte (1),not_applicable (1),not_applicable (1),physical_dormancy (2),prostrate (2),herbaceous (1),,,,,,,,,,,
Lilium formosanum,,,,,,,,,,,,,,,,anemochory (1),wind (1),blue_purple (1); green (1); white_cream (1); yellow_orange (1),yyyynnnnnnnn (2),,,,perennial (4),,herb (5),leaf (3),,,,resprouts (3),,,,,,not_vegetative (1),herbaceous (4),,,,,,,,,,,,,,bulb (3),,,,,,,
Limnobium laevigatum,,,,,,,,,,,,,,,,,,,,,,,perennial (2),,herb (2),leaf (1),,,,,,,,,monoecious (1),,herbaceous (2),,,,,,,,,floating (1); stoloniferous (1),,aquatic (1),,,,,,,,,,
Muehlenbeckia gracillima,,,,,,,,,,,,,,,,barochory (2),,,yyynnnnnnnyy (1),yyyyynnnyyyy (1),evergreen (1),,perennial (2),non_nitrogen_fixer (1),climber (2); climber_herbaceous (3); climber_woody (1),leaf (2),insect (1),,,fire_killed (1),,,transient (1),,dioecious (2),not_vegetative (1),herbaceous (2); woody (1),,not_parasitic (1),absent (1),less_than_1_month (1),halophyte_moderate (1),not_applicable (1),1-6_months (1); less_than_1_month (1),,climbing (1); decumbent (1),,,,,,,,,,,,
Nymphaea mexicana,,,,,,,,,,,,,,,,,,green (1); yellow_orange (1),,,,,perennial (6),,herb (6),leaf (3),,,,,,,,,hermaphrodite (1),,herbaceous (6),,,,,,,,,floating (1); rhizomatous (2),,aquatic (4),,,rhizome (5),,,,,,,
Opercularia diphylla,,,,,,,,,,,,,,,,myrmecochory (1); zoochory (2),ants (1); invertebrates (1); vertebrates (1),,yynnnnnyyyyy (1); yyyyynnnyyyy (2),,,,perennial (2),non_nitrogen_fixer (1),herb (5),leaf (1),insect (1),,,fire_killed (1); partial_resprouting (1),,soil_seedbank (1),persistent (2),,hermaphrodite (1),not_vegetative (1),herbaceous (2),,not_parasitic (1),absent (1),not_applicable (1),glycophyte (1),days (1),not_applicable (1),,prostrate (1),,,,,,,,,,,,
